1.25663706e+01, 1.60972141e+02
9.98182299e+00, 1.01566555e+02
7.92884383e+00, 6.40841636e+01
6.29810452e+00, 4.04343737e+01
5.00276225e+00, 2.55123651e+01
3.97383531e+00, 1.60972141e+01
3.15652958e+00, 1.01566555e+01
2.50732057e+00, 6.40845115e+00
1.99163552e+00, 4.04591296e+00
1.58201233e+00, 2.58066327e+00
1.25663706e+00, 1.71702844e+00
9.98182299e-01, 1.21273698e+00
7.92884383e-01, 8.96684035e-01
6.29810452e-01, 6.82040395e-01
5.00276225e-01, 5.27606347e-01
3.97383531e-01, 4.12300531e-01
3.15652958e-01, 3.24191438e-01
2.50732057e-01, 2.55884292e-01
1.99163552e-01, 2.02448203e-01
1.58201233e-01, 1.60408256e-01
1.25663706e-01, 1.27216192e-01
9.98182299e-02, 1.00951150e-01
7.92884383e-02, 8.01381872e-02
6.29810452e-02, 6.36309127e-02
5.00276225e-02, 5.05312536e-02
3.97383531e-02, 4.01321008e-02
3.15652958e-02, 3.18749039e-02
